id,ms,x,y,z
2408,42962,-9.2,0.44,19.46
2409,42979,0.52,1.03,2.72
2410,42995,1.4,3.58,15.06
2411,43016,-2.57,1.67,13.6
2412,43032,-0.67,1.4,10.02
2413,43049,0.29,0.86,8.1
2414,43065,-0.13,0.75,9.14
2415,43085,-0.08,0.33,9.35
2416,43101,-0.21,0.23,9.54
2417,43118,-0.4,0.04,9.79
2418,43138,-0.15,-0.04,9.71
2419,43159,-0.08,-0.11,9.75
2420,43175,0.11,-0.02,9.25
2421,43191,1.15,0.19,9.29
2422,43208,1.19,0.19,9.22
2423,43224,1.05,0.13,9.06
2424,43241,0.96,0.02,9.25
2425,43261,0.25,-0.02,11.55
2426,43278,0.13,-0.54,10.38
2427,43298,-0.06,-0.19,9.41
2428,43315,0.1,0.02,9.27
2429,43331,0.15,0.19,9.1
2430,43347,0.0,0.29,9.35
2431,43364,-0.23,0.5,9.75
2432,43384,-0.19,0.65,9.29
2433,43401,-0.08,0.56,9.43
2434,43417,-0.52,0.63,9.94
2435,43438,-0.52,0.65,10.04
2436,43454,-0.36,0.36,9.45
2437,43474,-0.11,0.34,9.71
2438,43490,-0.54,0.29,9.18
2439,43507,-0.36,0.15,9.89
2440,43523,-0.34,0.11,9.46
2441,43544,-0.04,0.19,9.18
2442,43560,-0.38,0.13,10.29
2443,43577,0.13,0.17,9.52
2444,43597,-0.06,0.29,9.6
2445,43613,-0.15,0.33,9.92
2446,43630,-0.08,0.5,9.04
2447,43646,0.42,0.48,9.52
2448,43663,1.38,0.17,8.93
2449,43683,0.9,0.33,9.27
2450,43700,1.02,0.02,9.41
2451,43716,0.33,-0.1,10.21
2452,43733,0.25,-0.36,9.35
2453,43753,0.06,-0.36,9.04
2454,43770,0.0,-0.19,9.18
2455,43790,-0.02,-0.06,9.75
2456,43806,0.0,0.19,9.23
2457,43823,-0.17,0.36,9.27
2458,43838,-0.27,0.36,9.83
2459,43859,-0.19,0.54,9.69
2460,43875,-0.31,0.59,9.87
2461,43892,-0.23,0.75,9.96
2462,43912,0.27,0.33,10.15
2463,43929,0.23,0.29,11.15
2464,43945,0.13,0.33,10.0
2465,43962,0.29,0.34,9.06
2466,43982,-0.1,0.33,10.0
2467,43998,0.4,0.27,9.18
2468,44015,0.46,0.4,9.52
2469,44031,0.42,0.25,9.37
2470,44048,0.31,0.02,9.29
2471,44064,0.06,-0.33,9.06
2472,44085,0.02,-0.56,9.73
2473,44101,0.21,0.04,9.62
2474,44118,0.27,0.1,9.48
2475,44134,0.31,0.25,9.85
2476,44150,-0.04,0.34,9.58
2477,44167,0.06,0.27,9.23
2478,44183,0.06,0.15,9.58
2479,44200,0.1,0.27,9.5
2480,44219,0.04,0.25,9.83
2481,44236,0.25,0.13,9.62
2482,44252,0.13,0.06,9.64
2483,44269,-0.02,0.1,9.62
2484,44285,0.13,-0.06,9.73
2485,44301,0.1,0.0,9.71
2486,44322,0.33,-0.02,9.5
2487,44338,0.13,0.17,9.27
2488,44355,0.04,0.15,9.79
2489,44371,0.06,0.15,9.6
2490,44388,0.17,0.17,9.66
2491,44404,0.04,0.25,9.33
2492,44421,0.1,0.11,9.14
2493,44437,0.15,0.11,9.85
2494,44453,0.25,0.0,9.73
2495,44470,0.13,0.0,9.66
2496,44486,0.11,0.02,9.6
2497,44507,0.5,-0.02,9.71
2498,44523,0.29,0.11,9.56
2499,44540,0.19,0.15,9.33
2500,44556,0.17,0.19,9.69
2501,44572,0.11,0.13,9.56
2502,44588,0.21,0.19,9.12
2503,44604,0.13,0.04,9.62
2504,44621,0.19,0.1,9.6
2505,44637,0.08,0.04,9.94
2506,44654,0.11,0.06,9.62
2507,44670,0.17,0.04,9.9
2508,44687,0.17,0.11,9.35
2509,44703,0.23,0.11,9.37
2510,44719,0.21,0.04,9.58
2511,44740,0.15,0.17,9.54
2512,44756,0.31,0.11,9.62
2513,44773,0.17,0.19,9.56
2514,44789,0.17,0.04,9.48
2515,44806,0.11,0.06,9.9
2516,44822,0.27,0.0,9.41
2517,44838,0.19,0.02,9.6
2518,44855,0.17,0.21,9.29
2519,44871,0.0,0.19,9.67
2520,44888,0.23,0.13,9.81
2521,44904,0.06,0.08,9.71
2522,44921,0.27,0.15,9.35
2523,44937,0.19,0.13,9.29
2524,44952,0.21,0.08,9.71
2525,44969,0.19,0.15,9.58
2526,44985,0.13,0.06,9.6
2527,45006,0.17,0.08,9.6
2528,45022,-0.04,0.13,9.79
2529,45039,0.06,0.15,9.6
2530,45055,0.13,0.11,9.6
2531,45072,0.17,0.23,9.77
2532,45088,0.19,0.06,9.71
2533,45104,0.19,0.04,9.45
2534,45121,0.17,0.04,9.75
2535,45137,0.15,0.06,9.62
2536,45154,0.17,0.02,9.9
2537,45170,0.27,0.06,9.33
2538,45186,0.19,0.1,9.0
2539,45207,0.15,0.11,9.73
2540,45223,0.1,0.13,9.54
2541,45240,0.19,0.13,9.73
2542,45256,0.23,0.13,9.56
2543,45273,0.23,0.02,9.52
2544,45289,0.15,-0.04,9.96
2545,45306,0.1,-0.02,9.81
2546,45322,0.21,0.08,9.64
2547,45341,0.15,0.08,9.87
2548,45358,0.25,0.11,9.45
2549,45374,0.54,0.0,9.92
2550,45391,0.27,0.13,9.69
2551,45407,0.23,0.11,9.62
2552,45424,0.06,0.08,9.9
2553,45440,0.11,0.1,9.67
2554,45457,0.15,0.04,8.97
2555,45473,0.34,-0.02,9.35
2556,45489,0.13,0.08,9.66
2557,45506,0.19,0.11,9.5
2558,45526,-0.02,0.1,9.6
2559,45543,0.13,0.08,9.89
2560,45559,0.17,0.13,9.58
2561,45576,0.25,0.04,9.41
2562,45592,0.1,0.08,9.64
2563,45608,0.13,0.02,9.31
2564,45625,0.15,0.13,9.43
2565,45641,0.04,0.06,9.75
2566,45658,0.25,0.11,9.41
2567,45674,0.13,0.13,9.67
2568,45691,0.04,0.06,9.9
2569,45706,0.25,0.1,9.5
2570,45722,0.17,0.06,9.56
2571,45743,0.17,0.13,9.64
2572,45759,0.1,0.15,9.1
2573,45776,0.11,0.06,9.06
2574,45792,0.1,-0.04,9.71
2575,45809,0.15,0.1,9.5
2576,45825,0.15,0.06,9.37
2577,45842,0.19,0.25,9.16
2578,45858,0.17,0.11,9.56
2579,45874,0.21,0.1,9.14
2580,45891,0.13,0.11,9.35
2581,45907,0.19,0.08,9.08
2582,45924,0.34,0.02,9.71
2583,45944,0.33,0.06,9.52
2584,45961,0.19,0.06,9.48
2585,45977,0.21,0.04,9.73
2586,45993,0.04,0.19,9.56
2587,46010,0.23,0.19,9.12
2588,46026,0.31,0.1,9.52
2589,46043,0.19,-0.04,9.54
2590,46059,0.23,0.04,9.62
2591,46075,0.11,0.0,9.52
2592,46095,0.21,0.04,10.06
2593,46112,0.19,-0.04,10.1
2594,46128,0.21,0.08,9.64
2595,46144,0.33,0.1,9.5
2596,46161,0.36,0.13,9.48
2597,46177,0.17,0.08,9.64
2598,46194,0.04,0.1,9.71
2599,46214,0.15,0.02,9.67
2600,46231,0.15,0.06,9.58
2601,46247,0.23,0.11,9.23
2602,46264,0.11,0.08,9.46
2603,46280,0.13,0.1,9.92
2604,46296,0.1,0.11,9.69
2605,46313,0.23,0.04,9.58
2606,46329,0.21,0.02,9.52
2607,46346,0.11,0.19,9.9
2608,46362,0.13,0.17,9.29
2609,46379,0.27,0.1,9.39
2610,46395,0.19,0.1,9.56
2611,46411,0.36,0.11,9.0
2612,46428,0.23,0.02,9.87
2613,46444,0.15,0.11,9.54
2614,46460,0.31,0.06,9.6
2615,46480,0.27,0.04,9.29
2616,46497,0.13,0.06,9.66
2617,46513,0.04,0.15,9.54
2618,46529,0.06,0.13,9.69
2619,46546,0.29,-0.06,9.75
2620,46562,0.27,0.06,9.27
2621,46579,0.13,0.06,9.0
2622,46595,0.08,0.0,10.15
2623,46616,0.13,0.1,9.56
2624,46632,0.1,0.04,9.56
2625,46649,0.29,0.11,9.25
2626,46665,0.11,0.06,9.62
2627,46681,0.33,-0.04,9.85
2628,46698,0.08,0.04,9.66
2629,46714,0.21,0.08,9.79
2630,46731,0.13,0.15,9.92
2631,46747,0.08,0.0,9.77
2632,46764,0.0,0.08,9.83
2633,46784,-0.02,0.19,9.87
2634,46801,0.06,0.13,9.79
2635,46817,0.17,0.1,9.33
2636,46832,0.11,0.1,9.39
2637,46849,0.15,0.06,9.71
2638,46865,0.15,0.04,9.94
2639,46882,0.19,0.11,9.5
2640,46898,0.33,0.04,9.16
2641,46915,0.23,0.11,9.43
2642,46931,0.17,0.11,9.67
2643,46952,0.21,0.04,10.0
2644,46968,0.1,0.13,9.5
2645,46984,0.13,0.1,9.73
2646,47001,0.17,0.04,9.69
2647,47017,0.1,0.15,9.56
2648,47034,0.36,-0.02,9.85
2649,47050,0.02,0.21,9.31
2650,47066,0.1,0.13,9.69
2651,47083,0.23,0.13,9.56
2652,47099,0.08,0.04,9.75
2653,47116,0.11,0.08,9.92
2654,47136,0.13,0.1,9.35
2655,47153,0.23,0.1,9.58
2656,47169,0.31,0.0,9.5
2657,47186,0.19,0.08,9.75
2658,47201,0.17,0.1,9.62
2659,47218,0.02,0.17,9.2
2660,47234,0.13,0.11,9.41
2661,47250,0.23,0.04,9.58
2662,47267,0.21,0.06,9.37
2663,47283,0.21,0.08,9.5
2664,47300,0.11,0.06,10.06
2665,47316,0.19,0.08,9.22
2666,47337,0.19,0.11,9.52
2667,47353,0.38,-0.04,9.41
2668,47369,0.13,0.15,9.31
2669,47386,-0.04,0.17,9.67
2670,47402,0.27,0.0,9.71
2671,47419,0.33,0.0,9.64
2672,47435,0.19,0.08,9.69
2673,47452,0.34,0.1,9.25
2674,47472,0.21,0.06,9.85
2675,47488,0.21,0.02,9.6
2676,47505,0.04,0.06,9.98
2677,47521,0.15,0.0,9.66
2678,47538,0.13,0.11,9.71
2679,47554,0.17,0.08,9.81
2680,47570,0.38,0.02,9.9
2681,47586,0.21,0.1,9.52
2682,47603,0.15,0.08,9.66
2683,47619,0.11,0.1,9.79
2684,47635,0.15,0.15,9.35
2685,47652,0.19,0.08,9.64
2686,47668,0.21,0.06,9.33
2687,47685,0.27,0.11,9.27
2688,47701,0.11,0.08,9.56
2689,47717,0.13,0.02,9.89
2690,47738,0.23,0.08,9.62
2691,47754,0.15,0.06,9.45
2692,47771,0.23,0.13,9.58
2693,47787,0.13,0.0,10.04
2694,47804,0.21,0.19,9.43
2695,47820,0.17,0.1,9.46
2696,47837,0.17,0.08,9.98
2697,47853,0.15,0.13,9.54
2698,47869,0.23,0.04,9.73
2699,47886,0.15,0.1,9.9
2700,47902,0.15,0.06,9.77
2701,47919,0.23,0.06,9.92
2702,47939,0.27,0.02,9.87
2703,47955,0.13,0.02,9.58
2704,47971,0.23,0.0,9.77
2705,47987,0.25,0.06,9.5
2706,48004,0.21,0.1,9.62
2707,48020,0.06,0.08,9.27
2708,48037,0.19,0.04,9.52
2709,48053,0.17,0.02,9.41
2710,48070,0.25,0.17,9.45
2711,48086,0.17,0.13,9.14
2712,48102,0.19,0.08,9.75
2713,48119,0.25,0.11,9.5
2714,48135,0.15,0.04,9.79
2715,48152,0.15,0.06,9.73
2716,48168,0.17,0.11,9.52
2717,48189,-0.02,0.06,10.04
2718,48205,0.52,0.1,9.35
2719,48222,0.23,0.11,9.58
2720,48238,0.06,0.17,9.73
2721,48254,0.15,0.04,9.67
2722,48271,0.21,0.06,9.62
2723,48287,0.08,0.17,9.39
2724,48304,0.23,0.04,9.31
2725,48319,0.21,0.06,9.6
2726,48340,0.21,0.13,9.35
2727,48356,0.11,0.15,9.41
2728,48373,0.19,0.08,9.37
2729,48389,0.21,0.04,9.33
2730,48405,0.19,0.08,9.39
2731,48422,0.02,0.08,9.98
2732,48438,0.15,0.08,9.69
2733,48455,-0.06,0.17,9.29
2734,48471,0.21,0.06,9.56
2735,48488,0.08,0.08,9.5
2736,48504,0.19,0.06,9.66
2737,48520,0.11,0.08,9.67
2738,48541,-0.08,0.04,10.06
2739,48557,0.21,0.08,9.58
2740,48574,0.25,0.11,9.33
2741,48590,0.29,0.08,9.66
2742,48607,0.15,0.11,9.27
2743,48623,0.15,0.04,9.64
2744,48640,0.1,0.08,9.52
2745,48656,0.04,0.02,9.79
2746,48676,0.13,0.08,9.67
2747,48692,0.36,0.04,9.37
2748,48708,0.15,0.08,9.46
2749,48725,0.23,0.08,9.62
2750,48741,0.25,0.19,9.04
2751,48758,0.19,0.11,9.54
2752,48774,0.23,0.08,9.41
2753,48790,0.19,0.13,9.6
2754,48807,0.38,0.04,9.58
2755,48823,0.13,0.06,9.79
2756,48840,0.17,0.1,9.64
2757,48856,0.17,-0.02,9.94
2758,48877,0.15,0.19,9.23
2759,48893,0.23,0.11,9.5
2760,48910,0.11,-0.23,9.79
2761,48926,0.08,0.08,9.75
2762,48942,0.15,0.04,9.67
2763,48959,0.17,0.13,9.46
2764,48975,0.21,-0.08,9.98
2765,48992,0.17,0.04,9.92
2766,49012,0.19,0.06,9.43
2767,49029,0.25,0.11,9.45
2768,49045,0.38,0.0,9.58
2769,49062,0.31,0.06,9.29
2770,49077,0.1,0.04,9.5
2771,49093,0.31,-0.04,9.98
2772,49110,0.15,0.02,9.85
2773,49126,0.21,0.1,9.58
2774,49143,0.13,0.08,9.14
2775,49159,0.1,0.02,9.41
2776,49176,0.06,0.0,9.92
2777,49196,0.21,-0.04,9.89
2778,49212,0.08,0.15,9.54
2779,49229,0.19,0.04,9.6
2780,49245,0.21,0.04,9.71
2781,49262,0.25,0.08,9.67
2782,49278,0.17,0.1,9.31
2783,49295,0.23,0.08,9.52
2784,49311,0.13,0.13,9.54
2785,49327,-0.13,0.13,9.85
2786,49348,-0.02,0.08,9.83
2787,49364,0.21,0.0,9.64
2788,49381,0.13,0.1,9.16
2789,49397,0.33,0.1,9.6
2790,49414,0.13,0.02,9.66
2791,49430,0.19,0.1,9.71
2792,49446,0.21,0.06,9.71
2793,49462,0.38,0.02,9.22
2794,49478,0.13,0.1,9.46
2795,49495,0.11,0.13,9.6
2796,49511,0.27,0.06,9.71
2797,49532,0.1,0.1,10.08
2798,49548,0.15,0.04,9.5
2799,49565,0.15,0.04,9.67
2800,49581,0.29,0.06,9.62
2801,49597,0.08,0.04,9.37
2802,49614,0.29,0.06,9.22
2803,49630,0.25,0.08,9.62
2804,49647,0.21,0.06,9.5
2805,49663,0.19,0.02,9.6
2806,49680,0.19,0.06,9.31
2807,49696,0.08,0.08,9.67
2808,49712,0.11,0.08,9.45
2809,49733,0.17,0.08,9.43
2810,49749,0.27,0.11,9.52
2811,49766,0.19,0.19,9.46
2812,49782,0.29,0.02,9.45
2813,49799,0.13,0.04,9.66
2814,49814,-0.11,0.19,9.83
2815,49831,0.13,0.1,10.04
2816,49847,0.04,0.11,9.66
2817,49868,0.42,0.0,9.83
2818,49884,0.23,0.15,9.54
2819,49900,0.17,0.08,9.43
2820,49917,0.17,0.0,10.06
2821,49933,0.11,0.04,9.9
2822,49950,0.33,0.1,9.69
2823,49966,0.17,0.06,9.66
2824,49983,0.17,0.06,9.54
2825,50003,0.1,-0.02,9.54
2826,50019,0.17,0.0,9.41
2827,50036,0.19,0.1,9.69
2828,50052,0.19,0.11,9.29
2829,50069,0.11,0.02,9.35
2830,50085,0.25,0.1,9.75
2831,50102,0.13,0.08,9.29
2832,50118,0.19,0.13,9.43
2833,50134,0.11,0.08,9.96
2834,50151,0.15,0.15,9.62
2835,50167,0.17,0.06,9.6
2836,50184,0.19,0.04,9.6
2837,50203,0.04,0.02,10.12
2838,50220,0.29,0.1,9.48
2839,50236,0.19,0.1,9.52
2840,50253,0.29,0.02,9.67
2841,50269,0.21,0.0,9.92
2842,50285,0.17,0.06,9.54
2843,50302,0.17,0.11,9.58
2844,50318,0.23,0.19,9.31
2845,50335,0.17,0.02,9.9
2846,50351,0.21,0.1,9.58
2847,50368,0.17,0.02,9.94
2848,50384,0.13,0.13,9.45
2849,50400,0.13,0.04,9.75
2850,50417,0.25,0.04,9.43
2851,50433,0.21,0.08,9.27
2852,50450,0.17,0.06,9.6
2853,50470,0.17,0.04,9.89
2854,50487,0.36,0.13,9.23
2855,50503,0.19,-0.04,9.77
2856,50519,0.17,0.08,9.41
2857,50536,0.19,0.13,9.16
2858,50552,0.29,0.0,9.75
2859,50568,0.17,0.04,9.79
2860,50584,-0.15,0.11,9.73
2861,50605,0.06,0.21,9.5
2862,50621,0.19,0.02,9.64
2863,50638,0.19,0.13,9.92
2864,50654,0.1,0.1,9.92
2865,50671,0.17,0.02,9.43
2866,50687,0.21,0.08,9.39
2867,50703,0.21,0.08,9.31
2868,50720,0.17,0.21,9.46
2869,50736,0.21,0.1,9.41
2870,50753,0.13,0.13,9.58
2871,50769,0.19,0.02,9.98
2872,50785,0.19,0.1,9.56
2873,50806,-0.02,0.13,9.77
2874,50822,0.0,0.15,9.43
2875,50839,0.34,0.02,9.96
2876,50855,0.19,0.1,9.71
2877,50872,0.11,0.06,9.29
2878,50888,0.02,0.1,9.5
2879,50905,0.31,0.15,9.23
2880,50921,0.15,0.06,9.56
2881,50936,0.29,0.04,9.04
2882,50953,0.23,0.04,9.54
2883,50969,0.21,0.1,9.58
2884,50986,0.17,0.02,9.39
2885,51002,0.19,0.06,9.73
2886,51019,0.21,0.13,9.43
2887,51035,0.13,0.13,9.45
2888,51051,0.06,0.1,9.83
2889,51072,0.04,-0.04,9.77
2890,51088,0.15,0.13,9.5
2891,51105,0.17,0.1,9.58
2892,51121,0.34,-0.02,9.87
2893,51138,0.15,0.08,9.69
2894,51154,0.06,0.21,9.08
2895,51171,0.0,0.15,9.39
2896,51187,0.21,0.08,9.6
2897,51207,0.06,0.06,9.89
2898,51224,0.08,0.08,9.45
2899,51240,0.17,0.1,9.6
2900,51257,0.29,0.1,9.27
2901,51273,0.0,0.1,10.23
2902,51290,0.0,0.1,9.71
2903,51306,0.33,0.11,9.75
2904,51322,0.19,0.11,9.48
2905,51338,0.21,0.04,9.98
2906,51354,0.29,0.04,9.75
2907,51371,0.17,0.08,9.27
2908,51387,0.23,0.15,9.27
2909,51408,0.25,0.06,9.54
2910,51424,0.15,-0.27,9.6
2911,51441,0.11,0.0,9.62
2912,51457,0.21,0.06,9.66
2913,51473,0.17,0.08,9.39
2914,51490,0.17,0.1,9.75
2915,51506,0.17,0.08,9.62
2916,51523,0.11,0.15,9.67
2917,51539,0.06,0.1,9.67
2918,51556,0.15,0.06,9.25
2919,51572,0.21,0.04,9.35
2920,51588,0.02,0.04,9.9
2921,51609,0.17,0.17,9.35
2922,51625,0.19,0.11,9.48
2923,51642,0.42,0.0,9.45
2924,51658,0.19,0.04,9.27
2925,51675,0.19,0.04,9.56
2926,51690,0.02,0.15,9.79
2927,51706,0.11,0.1,9.56
2928,51723,0.15,0.1,9.62
2929,51739,0.25,0.0,9.89
2930,51756,0.36,0.02,9.56
2931,51772,0.11,0.06,9.25
2932,51789,0.11,0.08,9.41
2933,51805,0.1,0.04,9.69
2934,51822,0.15,0.02,9.54
2935,51838,0.17,0.06,9.67
2936,51858,0.1,-0.04,9.98
2937,51875,0.36,0.08,9.41
2938,51891,0.1,0.15,9.18
2939,51908,0.21,0.08,9.66
2940,51924,0.17,0.0,9.75
2941,51941,0.19,0.02,9.64
2942,51957,0.19,0.0,9.71
2943,51973,0.11,0.04,9.75
2944,51990,0.1,0.11,9.85
2945,52006,0.11,0.15,9.54
2946,52023,0.15,0.11,9.6
2947,52039,0.08,0.02,9.9
2948,52056,0.25,0.04,9.77
2949,52075,0.17,0.1,9.31
2950,52092,0.25,0.08,9.46
2951,52108,0.19,0.08,9.37
2952,52124,0.21,0.13,9.5
2953,52141,0.25,0.06,9.6
2954,52157,0.21,0.21,9.12
2955,52174,0.11,0.02,9.48
2956,52190,0.17,0.1,9.62
2957,52207,0.23,0.1,9.16
2958,52223,0.25,0.02,9.62
2959,52239,0.15,0.1,9.6
2960,52256,0.17,0.11,9.98
2961,52272,0.15,0.11,9.69
2962,52289,0.19,0.08,9.66
2963,52305,0.17,0.1,9.46
2964,52322,0.11,0.1,9.27
2965,52342,0.1,0.04,9.52
2966,52358,0.19,0.0,9.66
2967,52375,0.1,-0.02,9.77
2968,52391,0.15,0.04,9.98
2969,52408,0.15,0.04,9.56
2970,52424,0.19,0.1,9.25
2971,52440,0.21,0.08,9.54
2972,52456,0.4,-0.02,9.37
2973,52477,0.1,0.1,9.85
2974,52493,0.02,0.04,9.87
2975,52509,0.13,0.04,9.6
2976,52526,0.0,0.19,9.43
2977,52542,0.1,0.11,9.56
2978,52559,0.15,0.08,9.79
2979,52575,0.38,0.02,9.66
2980,52592,0.15,0.13,9.39
2981,52608,0.23,0.17,9.48
2982,52624,0.13,0.08,9.5
2983,52641,0.25,0.17,9.12
2984,52657,0.29,0.08,9.41
2985,52674,0.15,0.06,9.58
2986,52694,0.42,-0.06,9.46
2987,52711,0.17,0.1,9.5
2988,52727,-0.04,0.06,9.9
2989,52743,0.19,0.13,9.56
2990,52760,0.11,0.04,10.02
2991,52776,0.1,0.1,9.89
2992,52797,0.23,0.08,10.17
2993,52812,0.23,0.06,9.58
2994,52829,0.08,0.04,9.62
2995,52845,0.27,0.0,9.94
2996,52862,0.17,0.02,9.87
2997,52878,0.13,0.13,9.67
2998,52894,0.13,-0.02,9.73
2999,52911,0.19,0.06,9.37
3000,52931,0.0,0.04,9.35
3001,52948,0.15,0.06,9.9
3002,52964,0.27,0.06,9.5
